Year,Tm,Lg,G,W,L,Ties,W-L%,pythW-L%,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,#Bat,#P,Top Player,Managers
1965,Pittsburgh Pirates,NL,163,90,72,1,0.556,0.569,3rd of 10,7,,675,580,"909,279",28.1,29.6,33,13,R.Clemente (7.1),H.Walker (90-72)
1964,Pittsburgh Pirates,NL,162,80,82,0,0.494,0.519,6th of 10,13,,663,636,"759,496",27.8,28.8,35,17,R.Clemente (7.2),D.Murtaugh (80-82)
1963,Pittsburgh Pirates,NL,162,74,88,0,0.457,0.478,8th of 10,25,,567,595,"783,648",27.6,28.7,33,14,R.Clemente (5.3),D.Murtaugh (74-88)
1962,Pittsburgh Pirates,NL,161,93,68,0,0.578,0.555,4th of 10,8,,706,626,"1,090,648",29.7,30.5,36,15,B.Friend (5.4),D.Murtaugh (93-68)
1961,Pittsburgh Pirates,NL,154,75,79,0,0.487,0.513,6th of 8,18,,694,675,"1,199,128",29.3,30.2,37,17,R.Clemente (6.4),D.Murtaugh (75-79)
1960,Pittsburgh Pirates,NL,155,95,59,1,0.617,0.596,1st of 8,--,Won WS (4-3),734,593,"1,705,828",28.6,29.6,37,16,D.Groat (6.1),D.Murtaugh (95-59)
1959,Pittsburgh Pirates,NL,155,78,76,1,0.506,0.48,4th of 8,9,,651,680,"1,359,917",27.9,28.8,37,17,V.Law (6.6),D.Murtaugh (78-76)
1958,Pittsburgh Pirates,NL,154,84,70,0,0.545,0.54,2nd of 8,8,,662,607,"1,311,988",26.5,27.1,36,15,B.Mazeroski (4.9),D.Murtaugh (84-70)
1957,Pittsburgh Pirates,NL,155,62,92,1,0.403,0.422,7th of 8,33,,586,696,"850,732",26.1,26.4,40,19,D.Groat (4.4),B.Bragan (36-67) and D.Murtaugh (26-25)
1956,Pittsburgh Pirates,NL,157,66,88,3,0.429,0.452,7th of 8,27,,588,653,"949,878",25.2,26.8,42,21,B.Friend (5.2),B.Bragan (66-88)
1955,Pittsburgh Pirates,NL,154,60,94,0,0.39,0.36,8th of 8,38.5,,560,767,"469,397",25.5,26.8,42,19,B.Friend (5.9),F.Haney (60-94)
1954,Pittsburgh Pirates,NL,154,53,101,0,0.344,0.318,8th of 8,44,,557,845,"475,494",26.2,27.3,37,14,F.Thomas (3.7),F.Haney (53-101)
1953,Pittsburgh Pirates,NL,154,50,104,0,0.325,0.343,8th of 8,55,,622,887,"572,757",26.8,28.6,44,15,J.Lindell (2.8),F.Haney (50-104)
1952,Pittsburgh Pirates,NL,155,42,112,1,0.273,0.312,8th of 8,54.5,,515,793,"686,673",26.2,27.8,45,20,M.Dickson (5.2),B.Meyer (42-112)
1951,Pittsburgh Pirates,NL,155,64,90,1,0.416,0.408,7th of 8,32.5,,689,845,"980,590",28,28.9,45,17,R.Kiner (8.0),B.Meyer (64-90)
1950,Pittsburgh Pirates,NL,154,57,96,1,0.373,0.396,8th of 8,33.5,,681,857,"1,166,267",28.6,28.1,40,18,M.Dickson (5.2),B.Meyer (57-96)
1949,Pittsburgh Pirates,NL,154,71,83,0,0.461,0.45,6th of 8,26,,681,760,"1,449,435",28.9,30.9,37,15,R.Kiner (8.1),B.Meyer (71-83)
1948,Pittsburgh Pirates,NL,156,83,71,2,0.539,0.503,4th of 8,8.5,,706,701,"1,517,021",28.8,31.9,33,14,R.Kiner (6.1),B.Meyer (83-71)
1947,Pittsburgh Pirates,NL,156,62,92,2,0.403,0.458,7th of 8,32,,745,817,"1,283,531",28.7,32.6,42,21,R.Kiner (8.0),B.Herman (61-92) and B.Burwell (1-0)
1946,Pittsburgh Pirates,NL,155,63,91,1,0.409,0.414,7th of 8,34,,552,668,"749,962",29.2,31.7,43,18,F.Ostermueller (6.4),F.Frisch (62-89) and S.Davis (1-2)
1945,Pittsburgh Pirates,NL,155,82,72,1,0.532,0.543,4th of 8,16,,753,686,"604,694",29.1,31.6,32,12,P.Roe (6.6),F.Frisch (82-72)
1944,Pittsburgh Pirates,NL,158,90,63,5,0.588,0.553,2nd of 8,14.5,,744,662,"604,278",29.1,32.5,32,12,R.Sewell (6.3),F.Frisch (90-63)
1943,Pittsburgh Pirates,NL,157,80,74,3,0.519,0.546,4th of 8,25,,669,605,"498,740",28,32.2,32,14,R.Sewell (5.7),F.Frisch (80-74)
1942,Pittsburgh Pirates,NL,151,66,81,4,0.449,0.465,5th of 8,36.5,,585,631,"448,897",27.8,31.4,35,15,E.Fletcher (5.1),F.Frisch (66-81)
1941,Pittsburgh Pirates,NL,156,81,73,2,0.526,0.532,4th of 8,19,,690,643,"482,241",27.4,29.6,38,17,E.Fletcher (5.9),F.Frisch (81-73)
1940,Pittsburgh Pirates,NL,156,78,76,2,0.506,0.515,4th of 8,22.5,,809,783,"507,934",27.6,29.9,36,14,A.Vaughan (6.9),F.Frisch (78-76)
1939,Pittsburgh Pirates,NL,153,68,85,0,0.444,0.464,6th of 8,28.5,,666,721,"376,734",28.6,28.9,36,14,A.Vaughan (5.8),P.Traynor (68-85)
1938,Pittsburgh Pirates,NL,152,86,64,2,0.573,0.553,2nd of 8,2,,707,630,"641,033",29.8,28.4,25,11,A.Vaughan (9.0),P.Traynor (86-64)
1937,Pittsburgh Pirates,NL,154,86,68,0,0.558,0.539,3rd of 8,10,,704,647,"459,679",29.4,29,26,11,A.Vaughan (5.7),P.Traynor (86-68)
1936,Pittsburgh Pirates,NL,156,84,70,2,0.545,0.552,4th of 8,8,,804,718,"372,524",28.6,29.8,26,11,A.Vaughan (8.1),P.Traynor (84-70)
1935,Pittsburgh Pirates,NL,153,86,67,0,0.562,0.563,4th of 8,13.5,,743,647,"352,885",28,29.6,29,12,A.Vaughan (9.8),P.Traynor (86-67)
1934,Pittsburgh Pirates,NL,151,74,76,1,0.493,0.514,5th of 8,19.5,,735,713,"322,622",28,29.9,30,14,A.Vaughan (7.2),G.Gibson (27-24) and P.Traynor (47-52)
1933,Pittsburgh Pirates,NL,154,87,67,0,0.565,0.534,2nd of 8,5,,667,619,"288,747",27.7,29.5,28,11,A.Vaughan (6.8),G.Gibson (87-67)
1932,Pittsburgh Pirates,NL,154,86,68,0,0.558,0.494,2nd of 8,4,,701,711,"287,262",26.6,28.6,27,10,P.Waner (5.7),G.Gibson (86-68)
1931,Pittsburgh Pirates,NL,155,75,79,1,0.487,0.462,5th of 8,26,,636,691,"260,392",27.6,29.2,32,12,P.Waner (4.9),J.Ens (75-79)
1930,Pittsburgh Pirates,NL,154,80,74,0,0.519,0.481,5th of 8,12,,891,928,"357,795",26.6,28.3,34,16,P.Waner (4.4),J.Ens (80-74)
1929,Pittsburgh Pirates,NL,154,88,65,1,0.575,0.567,2nd of 8,10.5,,904,780,"491,377",27.3,30.7,35,13,B.Grimes (5.8),D.Bush (67-51) and J.Ens (21-14)
1928,Pittsburgh Pirates,NL,152,85,67,0,0.559,0.579,4th of 8,9,,837,704,"495,070",27.4,31.8,35,14,B.Grimes (7.1),D.Bush (85-67)
1927,Pittsburgh Pirates,NL,156,94,60,2,0.61,0.597,1st of 8,--,Lost WS (4-0),817,659,"869,720",27.7,31.4,33,14,P.Waner (6.9),D.Bush (94-60)
1926,Pittsburgh Pirates,NL,157,84,69,4,0.549,0.55,3rd of 8,4.5,,769,689,"798,542",27.8,30.4,35,15,R.Kremer (6.5),B.McKechnie (84-69)
1925,Pittsburgh Pirates,NL,153,95,58,0,0.621,0.61,1st of 8,--,Won WS (4-3),912,715,"804,354",28,30.3,28,11,K.Cuyler (6.8),B.McKechnie (95-58)
1924,Pittsburgh Pirates,NL,153,90,63,0,0.588,0.596,3rd of 8,3,,724,586,"736,883",27.9,29.3,30,13,G.Wright (5.6),B.McKechnie (90-63)
1923,Pittsburgh Pirates,NL,154,87,67,0,0.565,0.555,3rd of 8,8.5,,786,696,"611,082",29,30.7,31,12,M.Carey (4.9),B.McKechnie (87-67)
1922,Pittsburgh Pirates,NL,155,85,69,1,0.552,0.573,3rd of 8,8,,865,736,"523,675",27.7,29.6,34,11,W.Cooper (7.5),G.Gibson (32-33) and B.McKechnie (53-36)
1921,Pittsburgh Pirates,NL,154,90,63,1,0.588,0.569,2nd of 8,4,,692,595,"701,567",28.4,29,33,14,W.Cooper (5.0),G.Gibson (90-63)
1920,Pittsburgh Pirates,NL,155,79,75,1,0.513,0.481,4th of 8,14,,530,552,"429,037",27.6,29.3,32,12,W.Cooper (6.3),G.Gibson (79-75)
1919,Pittsburgh Pirates,NL,139,71,68,0,0.511,0.506,4th of 8,24.5,,472,466,"276,810",27.8,30,30,10,B.Adams (7.5),H.Bezdek (71-68)
1918,Pittsburgh Pirates,NL,126,65,60,1,0.52,0.556,4th of 8,17,,466,412,"213,610",28.4,27.9,33,13,W.Cooper (4.7),H.Bezdek (65-60)
1917,Pittsburgh Pirates,NL,157,51,103,3,0.331,0.388,8th of 8,47,,464,595,"192,807",26,25.2,41,10,W.Cooper (7.5),"J.Callahan (20-40), H.Wagner (1-4) and H.Bezdek (30-59)"
1916,Pittsburgh Pirates,NL,157,65,89,3,0.422,0.413,6th of 8,29,,484,586,"289,132",27.8,25,45,12,W.Cooper (5.9),J.Callahan (65-89)
1915,Pittsburgh Pirates,NL,156,73,81,2,0.474,0.531,5th of 8,18,,557,520,"225,743",27.9,25.9,34,11,A.Mamaux (5.7),F.Clarke (73-81)
1914,Pittsburgh Pirates,NL,158,69,85,4,0.448,0.468,7th of 8,25.5,,503,540,"139,620",27.8,26.2,41,11,B.Adams (4.0),F.Clarke (69-85)
1913,Pittsburgh Pirates,NL,155,78,71,6,0.523,0.564,4th of 8,21.5,,673,585,"296,000",27.4,26.8,37,14,B.Adams (9.3),F.Clarke (78-71)
1912,Pittsburgh Pirates,NL,152,93,58,1,0.616,0.627,2nd of 8,10,,751,565,"384,000",27.4,25.6,38,12,H.Wagner (8.0),F.Clarke (93-58)
1911,Pittsburgh Pirates,NL,155,85,69,1,0.552,0.629,3rd of 8,14.5,,744,557,"432,000",28.2,27,33,14,B.Adams (6.7),F.Clarke (85-69)
1910,Pittsburgh Pirates,NL,154,86,67,1,0.562,0.559,3rd of 8,17.5,,655,576,"436,586",28.4,28.2,33,15,H.Wagner (5.2),F.Clarke (86-67)
1909,Pittsburgh Pirates,NL,154,110,42,2,0.724,0.694,1st of 8,--,Won WS (4-3),699,447,"534,950",28.5,28.2,29,13,H.Wagner (9.2),F.Clarke (110-42)
1908,Pittsburgh Pirates,NL,155,98,56,1,0.636,0.601,2nd of 8,1,,585,468,"382,444",29.5,27.7,32,12,H.Wagner (11.5),F.Clarke (98-56)
1907,Pittsburgh Pirates,NL,157,91,63,3,0.591,0.598,2nd of 8,17,,634,510,"319,506",28.6,29.1,32,13,H.Wagner (9.0),F.Clarke (91-63)
1906,Pittsburgh Pirates,NL,154,93,60,1,0.608,0.626,3rd of 8,23.5,,623,470,"394,877",28.9,28.9,32,14,H.Wagner (9.3),F.Clarke (93-60)
1905,Pittsburgh Pirates,NL,155,96,57,2,0.627,0.588,2nd of 8,9,,692,570,"369,124",28.8,28.5,28,11,H.Wagner (10.2),F.Clarke (96-57)
1904,Pittsburgh Pirates,NL,156,87,66,3,0.569,0.56,4th of 8,19,,675,592,"340,615",27.2,27.6,33,13,H.Wagner (8.2),F.Clarke (87-66)
1903,Pittsburgh Pirates,NL,141,91,49,1,0.65,0.616,1st of 8,--,Lost WS (5-3),793,613,"326,855",26.8,29.2,32,13,H.Wagner (7.6),F.Clarke (91-49)
1902,Pittsburgh Pirates,NL,142,103,36,3,0.741,0.738,1st of 8,--,,775,440,"243,826",27.4,28.5,27,9,H.Wagner (7.3),F.Clarke (103-36)
1901,Pittsburgh Pirates,NL,140,90,49,1,0.647,0.665,1st of 8,--,,776,534,"251,955",27.8,27.4,27,9,H.Wagner (7.2),F.Clarke (90-49)
,,,,,,,,,,,,,,,,,,,,
